itemID,Server,regularSaleVelocity,nqSalesVelocity,HQSalesVelocity,Price,Quantity,HQ,buyerName,Timestamp
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Vespyr Shale,"06/19/2022,20:54:54"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Vespyr Shale,"06/19/2022,20:54:52"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Bloody Margielas,"06/19/2022,20:04:50"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Rhela Raven-valoriant,"06/19/2022,19:20:53"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Rhela Raven-valoriant,"06/19/2022,19:20:46"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Rhela Raven-valoriant,"06/19/2022,19:20:33"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Rhela Raven-valoriant,"06/19/2022,19:20:31"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Xantcha Arrapagaux,"06/19/2022,18:16:11"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Runa Ostara,"06/19/2022,17:55:23"
36074,Balmung,23,0.42857143,22.571428,2300,99,True,Eldritch Princess,"06/19/2022,16:53:10"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Littul Sumna,"06/19/2022,16:51:21"
36074,Balmung,23,0.42857143,22.571428,2280,20,True,Ihko Arulaq,"06/19/2022,04:09:12"
36074,Balmung,23,0.42857143,22.571428,2279,6,True,Ame Kusakari,"06/19/2022,01:47:20"
36074,Balmung,23,0.42857143,22.571428,2199,15,True,Sazlethan Mahvash,"06/18/2022,23:48:29"
36074,Balmung,23,0.42857143,22.571428,2198,33,True,Rhilanon Fahalstred,"06/18/2022,23:46:59"
36074,Balmung,23,0.42857143,22.571428,2198,33,True,Rhilanon Fahalstred,"06/18/2022,23:46:57"
36074,Balmung,23,0.42857143,22.571428,2198,33,True,Bizaza Biza,"06/18/2022,23:39:52"
36074,Balmung,23,0.42857143,22.571428,2197,30,True,Bizaza Biza,"06/18/2022,23:39:50"
36074,Balmung,23,0.42857143,22.571428,2000,7,False,Hycinth Culvate,"06/18/2022,23:04:29"
36074,Balmung,23,0.42857143,22.571428,2280,10,True,R- Loop,"06/18/2022,20:50:38"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Aveyya Nightheart,"06/18/2022,16:45:09"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Aveyya Nightheart,"06/18/2022,16:45:06"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Ultra Shadow,"06/18/2022,14:10:24"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Eri Shiranui,"06/18/2022,13:03:42"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Eri Shiranui,"06/18/2022,13:03:40"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Clam Chan,"06/18/2022,06:26:52"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Rice Poli,"06/18/2022,01:28:16"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Rice Poli,"06/18/2022,01:28:14"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Rice Poli,"06/18/2022,01:28:12"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Rice Poli,"06/18/2022,01:28:08"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Gilda Reed,"06/18/2022,01:17:41"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Gilda Reed,"06/18/2022,01:17:38"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,N'ahmi Yhisa,"06/18/2022,01:02:51"
36074,Balmung,23,0.42857143,22.571428,1999,20,True,Fyre Savage,"06/17/2022,23:50:57"
36074,Balmung,23,0.42857143,22.571428,1999,33,True,Beetrix Chalut,"06/17/2022,23:17:06"
36074,Balmung,23,0.42857143,22.571428,2291,12,True,Rosalynn Cosmos,"06/17/2022,23:07:04"
36074,Balmung,23,0.42857143,22.571428,1999,10,True,Lys Dusoir,"06/17/2022,22:28:55"
36074,Balmung,23,0.42857143,22.571428,1999,10,True,Lys Dusoir,"06/17/2022,22:28:53"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Bloody Margielas,"06/17/2022,21:12:37"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Sarah Scarlett,"06/17/2022,19:46:52"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Sarah Scarlett,"06/17/2022,19:46:51"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Sarah Scarlett,"06/17/2022,19:46:50"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Sarah Scarlett,"06/17/2022,19:46:49"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Sarah Scarlett,"06/17/2022,19:43:45"
36074,Balmung,23,0.42857143,22.571428,2000,15,True,Sarah Scarlett,"06/17/2022,19:43:44"
36074,Balmung,23,0.42857143,22.571428,1999,2,True,Sarah Scarlett,"06/17/2022,19:43:43"
36074,Balmung,23,0.42857143,22.571428,2000,5,False,Sophia Sormanu,"06/17/2022,18:22:36"
36074,Balmung,23,0.42857143,22.571428,2279,33,True,Tiptaps Toffee,"06/17/2022,18:06:35"
36074,Balmung,23,0.42857143,22.571428,2000,99,True,V'piqoi Fhuz,"06/17/2022,08:57:59"
36074,Balmung,23,0.42857143,22.571428,2298,99,True,Shuckle Tsubotsu,"06/17/2022,08:06:05"
36074,Balmung,23,0.42857143,22.571428,2284,33,True,Dharryk Kato,"06/17/2022,07:40:00"
36074,Balmung,23,0.42857143,22.571428,2287,10,True,Ikura Bulatao,"06/17/2022,05:17:11"
36074,Balmung,23,0.42857143,22.571428,2289,10,True,Mister Worldwide,"06/17/2022,04:35:46"
36074,Balmung,23,0.42857143,22.571428,2290,33,True,Literally Satan,"06/17/2022,03:26:31"
36074,Balmung,23,0.42857143,22.571428,2290,33,True,Emil Chachawazu,"06/17/2022,03:11:18"
36074,Balmung,23,0.42857143,22.571428,2292,33,True,Ampersand Hyphen,"06/17/2022,02:31:37"
36074,Balmung,23,0.42857143,22.571428,2296,20,True,Khona Andwan,"06/17/2022,01:26:51"
36074,Balmung,23,0.42857143,22.571428,2295,33,True,Uhzu Tchixime,"06/17/2022,01:13:26"
36074,Balmung,23,0.42857143,22.571428,2295,33,True,Uhzu Tchixime,"06/17/2022,01:13:25"
36074,Balmung,23,0.42857143,22.571428,2295,33,True,Uhzu Tchixime,"06/17/2022,01:13:24"
36074,Balmung,23,0.42857143,22.571428,2295,33,True,Nashetania Zaitsev,"06/17/2022,00:27:49"
36074,Balmung,23,0.42857143,22.571428,2296,20,True,O'ri Lavelle,"06/17/2022,00:11:13"
36074,Balmung,23,0.42857143,22.571428,2295,33,True,Natsume Verrsokkr,"06/16/2022,23:47:48"
36074,Balmung,23,0.42857143,22.571428,2297,99,True,Amh'a Nbolo,"06/16/2022,23:03:51"
36074,Balmung,23,0.42857143,22.571428,2296,10,True,Amh'a Nbolo,"06/16/2022,23:03:45"
36074,Balmung,23,0.42857143,22.571428,2296,10,True,Amh'a Nbolo,"06/16/2022,23:03:44"
36074,Balmung,23,0.42857143,22.571428,2296,20,True,Amh'a Nbolo,"06/16/2022,23:03:43"
36074,Balmung,23,0.42857143,22.571428,2296,20,True,Amh'a Nbolo,"06/16/2022,23:03:42"
36074,Balmung,23,0.42857143,22.571428,2296,20,True,Amh'a Nbolo,"06/16/2022,23:03:41"
36074,Balmung,23,0.42857143,22.571428,2296,20,True,Amh'a Nbolo,"06/16/2022,23:03:40"
36074,Balmung,23,0.42857143,22.571428,2000,1,True,Amh'a Nbolo,"06/16/2022,23:03:39"
36074,Balmung,23,0.42857143,22.571428,2433,4,True,Neinlives Nekosan,"06/16/2022,21:41:28"
36074,Balmung,23,0.42857143,22.571428,2299,33,True,Ael Chim,"06/16/2022,21:27:29"
36074,Balmung,23,0.42857143,22.571428,2299,33,True,Lilith Lailum,"06/16/2022,21:21:02"
36074,Balmung,23,0.42857143,22.571428,2299,33,True,Lilith Lailum,"06/16/2022,21:20:59"
36074,Balmung,23,0.42857143,22.571428,2436,33,True,Fara Foxglove,"06/16/2022,19:21:13"
36074,Balmung,23,0.42857143,22.571428,2436,33,True,Serah Heal,"06/16/2022,16:58:23"
36074,Balmung,23,0.42857143,22.571428,2436,33,True,Serah Heal,"06/16/2022,16:58:21"
36074,Balmung,23,0.42857143,22.571428,2436,33,True,Serah Heal,"06/16/2022,16:58:20"
36074,Balmung,23,0.42857143,22.571428,2444,1,True,Ranko Kanzaki,"06/16/2022,03:55:35"
36074,Balmung,23,0.42857143,22.571428,3000,3,True,Ranko Kanzaki,"06/16/2022,02:30:32"
36074,Balmung,23,0.42857143,22.571428,3000,3,True,Ranko Kanzaki,"06/16/2022,02:30:22"
36074,Balmung,23,0.42857143,22.571428,3000,3,True,Ranko Kanzaki,"06/16/2022,02:30:21"
36074,Balmung,23,0.42857143,22.571428,2495,99,True,Ranko Kanzaki,"06/16/2022,02:29:59"
36074,Balmung,23,0.42857143,22.571428,2450,30,True,Ranko Kanzaki,"06/16/2022,02:29:55"
36074,Balmung,23,0.42857143,22.571428,2450,30,True,Ranko Kanzaki,"06/16/2022,02:29:54"
36074,Balmung,23,0.42857143,22.571428,2400,33,True,Ranko Kanzaki,"06/16/2022,02:29:53"
36074,Balmung,23,0.42857143,22.571428,2400,33,True,Ranko Kanzaki,"06/16/2022,02:29:51"
36074,Balmung,23,0.42857143,22.571428,2398,24,True,Ranko Kanzaki,"06/16/2022,02:29:50"
36074,Balmung,23,0.42857143,22.571428,2391,10,True,Ranko Kanzaki,"06/16/2022,02:29:49"
36074,Balmung,23,0.42857143,22.571428,2391,10,True,Ranko Kanzaki,"06/16/2022,02:29:48"
36074,Balmung,23,0.42857143,22.571428,2391,10,True,Ranko Kanzaki,"06/16/2022,02:29:46"
36074,Balmung,23,0.42857143,22.571428,2391,10,True,Ranko Kanzaki,"06/16/2022,02:29:45"
36074,Balmung,23,0.42857143,22.571428,2386,10,True,Ranko Kanzaki,"06/16/2022,02:29:44"
36074,Balmung,23,0.42857143,22.571428,2386,20,True,Ranko Kanzaki,"06/16/2022,02:29:43"
36074,Balmung,23,0.42857143,22.571428,2386,20,True,Ranko Kanzaki,"06/16/2022,02:29:42"
36074,Balmung,23,0.42857143,22.571428,2300,30,True,Ranko Kanzaki,"06/16/2022,02:29:07"
36074,Balmung,23,0.42857143,22.571428,2300,36,True,Ranko Kanzaki,"06/16/2022,02:29:05"
36074,Balmung,23,0.42857143,22.571428,2298,32,True,Ranko Kanzaki,"06/16/2022,02:29:04"
36074,Balmung,23,0.42857143,22.571428,2296,24,True,Ranko Kanzaki,"06/16/2022,02:29:03"
36074,Balmung,23,0.42857143,22.571428,2297,33,True,Ranko Kanzaki,"06/16/2022,02:29:01"
36074,Balmung,23,0.42857143,22.571428,2297,33,True,Ranko Kanzaki,"06/16/2022,02:29:00"
36074,Balmung,23,0.42857143,22.571428,2386,10,True,Coa T'se,"06/16/2022,01:51:13"
36074,Balmung,23,0.42857143,22.571428,2385,33,True,Orora Vadhas,"06/16/2022,00:07:11"
36074,Balmung,23,0.42857143,22.571428,2385,33,True,Orora Vadhas,"06/16/2022,00:07:09"
36074,Balmung,23,0.42857143,22.571428,2386,20,True,Danielle Osmond,"06/16/2022,00:05:56"
36074,Balmung,23,0.42857143,22.571428,1500,6,False,Zereberus Lionheart,"06/15/2022,22:21:48"
36074,Balmung,23,0.42857143,22.571428,2387,33,True,Mistress Temptress,"06/15/2022,21:02:23"
36074,Balmung,23,0.42857143,22.571428,2390,33,True,Morgan Fischer,"06/15/2022,18:13:07"
36074,Balmung,23,0.42857143,22.571428,2399,32,True,Rori Chan,"06/15/2022,07:25:38"
36074,Balmung,23,0.42857143,22.571428,2300,10,True,Rori Chan,"06/15/2022,07:25:35"
36074,Balmung,23,0.42857143,22.571428,2300,10,True,Rori Chan,"06/15/2022,07:25:33"
36074,Balmung,23,0.42857143,22.571428,2300,10,True,Rori Chan,"06/15/2022,07:25:31"
36074,Balmung,23,0.42857143,22.571428,2399,33,True,Rori Chan,"06/15/2022,07:25:26"
36074,Balmung,23,0.42857143,22.571428,2300,10,True,Brooke Stars,"06/15/2022,05:38:16"
36074,Balmung,23,0.42857143,22.571428,2300,14,True,Ivude Kadmus,"06/15/2022,03:37:17"
36074,Balmung,23,0.42857143,22.571428,2445,10,True,Alysia Fairwind,"06/15/2022,01:14:55"
36074,Balmung,23,0.42857143,22.571428,2445,10,True,Nananomi Nomi,"06/15/2022,01:12:04"
36074,Balmung,23,0.42857143,22.571428,2399,33,True,Blicke Winkel,"06/15/2022,01:06:21"
36074,Balmung,23,0.42857143,22.571428,2399,33,True,Blicke Winkel,"06/15/2022,01:06:19"
36074,Balmung,23,0.42857143,22.571428,2390,20,True,Danielle Osmond,"06/15/2022,00:17:36"
36074,Balmung,23,0.42857143,22.571428,2385,20,True,Ahzra'li Lhomi,"06/15/2022,00:01:23"
36074,Balmung,23,0.42857143,22.571428,2385,20,True,Elidia Sunset,"06/14/2022,22:01:04"
36074,Balmung,23,0.42857143,22.571428,2384,24,True,Elidia Sunset,"06/14/2022,22:00:51"
36074,Balmung,23,0.42857143,22.571428,2397,33,True,Elidia Sunset,"06/14/2022,22:00:48"
36074,Balmung,23,0.42857143,22.571428,2384,12,True,Jasmine Tea,"06/14/2022,20:23:24"
36074,Balmung,23,0.42857143,22.571428,2385,6,True,Estrella Felsword,"06/14/2022,17:06:49"
36074,Balmung,23,0.42857143,22.571428,2384,10,True,Estrella Felsword,"06/14/2022,17:06:09"
36074,Balmung,23,0.42857143,22.571428,2384,10,True,Estrella Felsword,"06/14/2022,17:06:07"
36074,Balmung,23,0.42857143,22.571428,2384,20,True,Ello Meow,"06/14/2022,16:56:54"
36074,Balmung,23,0.42857143,22.571428,2384,20,True,Ello Meow,"06/14/2022,16:56:53"
36074,Balmung,23,0.42857143,22.571428,2384,20,True,Okhi Binah,"06/14/2022,14:18:29"
36074,Balmung,23,0.42857143,22.571428,2385,15,True,Zirka Khelm,"06/14/2022,08:55:44"
36074,Balmung,23,0.42857143,22.571428,2386,24,True,Yerentai Malqir,"06/14/2022,05:40:59"
36074,Balmung,23,0.42857143,22.571428,2386,24,True,Widdle Demon,"06/14/2022,03:21:15"
36074,Balmung,23,0.42857143,22.571428,2387,20,True,Elias Fyth,"06/14/2022,01:55:54"
36074,Balmung,23,0.42857143,22.571428,2386,25,True,Hek'a Ton,"06/14/2022,01:29:50"
36074,Balmung,23,0.42857143,22.571428,2386,25,True,Urram Arkwright,"06/14/2022,01:28:35"
36074,Balmung,23,0.42857143,22.571428,2386,33,True,Celessa Furiyama,"06/14/2022,01:10:44"
36074,Balmung,23,0.42857143,22.571428,2484,50,True,Dumono Kelka,"06/13/2022,15:01:10"
36074,Balmung,23,0.42857143,22.571428,2447,12,True,Ren Ichiban,"06/13/2022,02:19:49"
36074,Balmung,23,0.42857143,22.571428,2470,33,True,Xtel Lenova,"06/13/2022,00:14:32"
36074,Balmung,23,0.42857143,22.571428,2470,33,True,Okhi Binah,"06/13/2022,00:05:54"
36074,Balmung,23,0.42857143,22.571428,2988,1,True,Etri Beneventum,"06/12/2022,17:09:08"
36074,Balmung,23,0.42857143,22.571428,2486,10,True,Etri Beneventum,"06/12/2022,17:09:06"
36074,Balmung,23,0.42857143,22.571428,2482,33,True,Rajha Kronos,"06/12/2022,16:35:44"
36074,Balmung,23,0.42857143,22.571428,2482,33,True,Rajha Kronos,"06/12/2022,16:35:43"
36074,Balmung,23,0.42857143,22.571428,2482,33,True,Rajha Kronos,"06/12/2022,16:35:41"
36074,Balmung,23,0.42857143,22.571428,2490,50,True,Teclos Starfang,"06/12/2022,06:36:21"
36074,Balmung,23,0.42857143,22.571428,2491,10,True,Rosalynn Cosmos,"06/12/2022,04:59:16"
36074,Balmung,23,0.42857143,22.571428,2489,33,True,Fae Fiyaa,"06/12/2022,04:12:59"
36074,Balmung,23,0.42857143,22.571428,2489,33,True,Fae Fiyaa,"06/12/2022,04:12:58"
36074,Balmung,23,0.42857143,22.571428,2495,10,True,Hal Howl,"06/12/2022,03:10:51"
36074,Balmung,23,0.42857143,22.571428,2495,10,True,Hal Howl,"06/12/2022,03:10:50"
36074,Balmung,23,0.42857143,22.571428,2492,33,True,Hal Howl,"06/12/2022,03:10:47"
36074,Balmung,23,0.42857143,22.571428,2493,24,True,Yuki Sashihai,"06/12/2022,02:08:05"
36074,Balmung,23,0.42857143,22.571428,2494,33,True,Akiyuki Obinata,"06/12/2022,01:28:57"
36074,Balmung,23,0.42857143,22.571428,2498,1,True,Una Watanabe,"06/12/2022,01:01:17"
36074,Balmung,23,0.42857143,22.571428,2494,33,True,Kanokano Char'gems,"06/11/2022,23:22:02"
36074,Balmung,23,0.42857143,22.571428,2496,33,True,Xazel Farcry,"06/11/2022,23:08:30"
36074,Balmung,23,0.42857143,22.571428,2496,33,True,Xazel Farcry,"06/11/2022,23:08:28"
36074,Balmung,23,0.42857143,22.571428,2496,33,True,Rorolen Rolen,"06/11/2022,22:25:05"
36074,Balmung,23,0.42857143,22.571428,2496,33,True,Lys Dusoir,"06/11/2022,21:29:47"
36074,Brynhildr,27.571428,0.85714287,26.714285,1984,40,True,Nonoro Noro,"06/20/2022,05:52:10"
36074,Brynhildr,27.571428,0.85714287,26.714285,1984,40,True,Nonoro Noro,"06/20/2022,05:52:07"
36074,Brynhildr,27.571428,0.85714287,26.714285,1984,40,True,Rinako Tousaka,"06/20/2022,04:04:50"
36074,Brynhildr,27.571428,0.85714287,26.714285,1984,40,True,Rinako Tousaka,"06/20/2022,04:04:49"
36074,Brynhildr,27.571428,0.85714287,26.714285,1983,20,True,Rinako Tousaka,"06/20/2022,04:04:48"
36074,Brynhildr,27.571428,0.85714287,26.714285,1983,20,True,Rinako Tousaka,"06/20/2022,04:04:47"
36074,Brynhildr,27.571428,0.85714287,26.714285,1983,20,True,Vithanna Oloth,"06/20/2022,03:39:04"
36074,Brynhildr,27.571428,0.85714287,26.714285,1983,99,True,Evoke Lockhart,"06/20/2022,03:07:38"
36074,Brynhildr,27.571428,0.85714287,26.714285,1999,20,True,Willow Auden,"06/20/2022,03:05:24"
36074,Brynhildr,27.571428,0.85714287,26.714285,1984,40,True,Ralz K'vre,"06/20/2022,02:32:36"
36074,Brynhildr,27.571428,0.85714287,26.714285,2045,5,True,Faye Tykha,"06/20/2022,01:46:02"
36074,Brynhildr,27.571428,0.85714287,26.714285,1984,40,True,Willow Auden,"06/20/2022,01:46:00"
36074,Brynhildr,27.571428,0.85714287,26.714285,1985,40,True,Tim Tamm,"06/20/2022,01:05:26"
36074,Brynhildr,27.571428,0.85714287,26.714285,1998,15,True,Sarah Scarlett,"06/19/2022,23:33:24"
36074,Brynhildr,27.571428,0.85714287,26.714285,1999,40,True,Jorm Gandyr,"06/19/2022,22:44:50"
36074,Brynhildr,27.571428,0.85714287,26.714285,1999,40,True,V'piqoi Fhuz,"06/19/2022,22:42:44"
36074,Brynhildr,27.571428,0.85714287,26.714285,1999,40,True,V'piqoi Fhuz,"06/19/2022,22:42:43"
36074,Brynhildr,27.571428,0.85714287,26.714285,2000,30,True,V'piqoi Fhuz,"06/19/2022,22:42:41"
36074,Brynhildr,27.571428,0.85714287,26.714285,1998,99,True,V'piqoi Fhuz,"06/19/2022,22:36:23"
36074,Brynhildr,27.571428,0.85714287,26.714285,1998,99,True,V'piqoi Fhuz,"06/19/2022,22:36:18"
36074,Brynhildr,27.571428,0.85714287,26.714285,1997,99,True,V'piqoi Fhuz,"06/19/2022,22:36:16"
36074,Brynhildr,27.571428,0.85714287,26.714285,1997,99,True,V'piqoi Fhuz,"06/19/2022,22:36:15"
36074,Brynhildr,27.571428,0.85714287,26.714285,2000,20,True,Josimir Morillo,"06/19/2022,20:02:37"
36074,Brynhildr,27.571428,0.85714287,26.714285,1999,40,True,Lila Blu,"06/19/2022,19:46:11"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,40,True,V'piqoi Fhuz,"06/19/2022,09:19:58"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,40,True,V'piqoi Fhuz,"06/19/2022,09:19:57"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,40,True,V'piqoi Fhuz,"06/19/2022,09:19:56"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,40,True,V'piqoi Fhuz,"06/19/2022,09:19:55"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,40,True,V'piqoi Fhuz,"06/19/2022,09:19:54"
36074,Brynhildr,27.571428,0.85714287,26.714285,2043,99,True,V'piqoi Fhuz,"06/19/2022,09:19:48"
36074,Brynhildr,27.571428,0.85714287,26.714285,2040,6,True,V'piqoi Fhuz,"06/19/2022,09:19:47"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,40,True,Keris Tsurugi,"06/19/2022,07:02:29"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,40,True,Erieri Momoeri,"06/19/2022,06:22:25"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,20,True,Caito Aerie,"06/19/2022,05:30:55"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,20,True,Caito Aerie,"06/19/2022,05:30:54"
36074,Brynhildr,27.571428,0.85714287,26.714285,2044,20,True,Caito Aerie,"06/19/2022,05:30:52"
36074,Brynhildr,27.571428,0.85714287,26.714285,2048,99,True,Ifan Yaeger,"06/19/2022,05:00:29"
36074,Brynhildr,27.571428,0.85714287,26.714285,2045,15,True,Syk Otic,"06/19/2022,03:06:41"
36074,Brynhildr,27.571428,0.85714287,26.714285,1900,10,True,Nohvi Rhoya,"06/19/2022,02:05:45"
36074,Brynhildr,27.571428,0.85714287,26.714285,1900,10,True,Noma Heartnet,"06/19/2022,01:27:56"
36074,Brynhildr,27.571428,0.85714287,26.714285,1900,10,True,Altani Blacktide,"06/19/2022,01:23:33"
36074,Brynhildr,27.571428,0.85714287,26.714285,1900,10,True,Altani Blacktide,"06/19/2022,01:23:32"
36074,Brynhildr,27.571428,0.85714287,26.714285,1900,10,True,Altani Blacktide,"06/19/2022,01:23:30"
36074,Brynhildr,27.571428,0.85714287,26.714285,2100,30,True,Xandir Flufin'botum,"06/19/2022,00:55:40"
36074,Brynhildr,27.571428,0.85714287,26.714285,2040,30,True,Merri Choppins,"06/19/2022,00:23:44"
36074,Brynhildr,27.571428,0.85714287,26.714285,2040,38,True,Konata Tykha,"06/19/2022,00:20:33"
36074,Brynhildr,27.571428,0.85714287,26.714285,2000,30,True,Konata Tykha,"06/19/2022,00:20:31"
36074,Brynhildr,27.571428,0.85714287,26.714285,1833,30,True,Konata Tykha,"06/19/2022,00:20:30"
36074,Brynhildr,27.571428,0.85714287,26.714285,1832,20,True,Konata Tykha,"06/19/2022,00:20:27"
36074,Brynhildr,27.571428,0.85714287,26.714285,1833,30,True,Sabriel Ka'aukai,"06/19/2022,00:17:16"
36074,Brynhildr,27.571428,0.85714287,26.714285,1832,20,True,Sabriel Ka'aukai,"06/19/2022,00:17:12"
36074,Brynhildr,27.571428,0.85714287,26.714285,1827,25,True,Clyde Malcolm,"06/18/2022,23:49:29"
36074,Brynhildr,27.571428,0.85714287,26.714285,1832,20,True,Konata Tykha,"06/18/2022,23:02:00"
36074,Brynhildr,27.571428,0.85714287,26.714285,1767,40,True,Konata Tykha,"06/18/2022,23:01:58"
36074,Brynhildr,27.571428,0.85714287,26.714285,1762,20,True,Konata Tykha,"06/18/2022,23:01:55"
36074,Brynhildr,27.571428,0.85714287,26.714285,1767,40,True,Megumin Sieghart,"06/18/2022,22:57:02"
36074,Brynhildr,27.571428,0.85714287,26.714285,1762,50,True,Cahrlotta Castillon,"06/18/2022,22:08:36"
36074,Brynhildr,27.571428,0.85714287,26.714285,1762,50,True,Zo Zozodrop,"06/18/2022,21:45:40"
36074,Brynhildr,27.571428,0.85714287,26.714285,2500,10,True,Miles Elric,"06/18/2022,20:36:54"
36074,Brynhildr,27.571428,0.85714287,26.714285,2500,10,True,Verra Atoah,"06/18/2022,19:38:33"
36074,Brynhildr,27.571428,0.85714287,26.714285,1761,50,True,Graem Lynne,"06/18/2022,19:22:53"
36074,Brynhildr,27.571428,0.85714287,26.714285,1767,40,True,Konata Tykha,"06/18/2022,18:16:36"
36074,Brynhildr,27.571428,0.85714287,26.714285,1767,40,True,Konata Tykha,"06/18/2022,18:16:34"
36074,Brynhildr,27.571428,0.85714287,26.714285,1767,40,True,Konata Tykha,"06/18/2022,18:16:32"
36074,Brynhildr,27.571428,0.85714287,26.714285,1767,40,True,Serena Aefir,"06/18/2022,18:12:30"
36074,Brynhildr,27.571428,0.85714287,26.714285,1773,6,True,Peacelily Snow,"06/18/2022,16:55:31"
36074,Brynhildr,27.571428,0.85714287,26.714285,2043,10,True,Ophelia Blaiddyd,"06/18/2022,16:14:46"
36074,Brynhildr,27.571428,0.85714287,26.714285,2043,10,True,Ophelia Blaiddyd,"06/18/2022,16:14:44"
36074,Brynhildr,27.571428,0.85714287,26.714285,1774,40,True,Baby Foreman,"06/18/2022,15:19:41"
36074,Brynhildr,27.571428,0.85714287,26.714285,1774,40,True,Baby Foreman,"06/18/2022,15:19:36"
36074,Brynhildr,27.571428,0.85714287,26.714285,1774,40,True,Baby Foreman,"06/18/2022,15:19:28"
